,tweet_id,timestamp,rating_numerator,rating_denominator,name,jpg_url,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,retweet_count
11,889880896479866881,2017-07-25 16:11:53,13,10,Bruno,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,French_bulldog,0.377417,True,Labrador_retriever,0.151317,True,muzzle,0.0829811,False,28268,5156
12,889665388333682689,2017-07-25 01:55:32,13,10,None,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,Pembroke,0.966327,True,Cardigan,0.0273557,True,basenji,0.00463323,True,38818,8538
13,889638837579907072,2017-07-25 00:10:02,12,10,Ted,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,French_bulldog,0.99165,True,boxer,0.00212864,True,Staffordshire_bullterrier,0.00149818,True,27672,4735
14,889531135344209921,2017-07-24 17:02:04,13,10,Stuart,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,golden_retriever,0.953442,True,Labrador_retriever,0.0138341,True,redbone,0.00795775,True,15359,2321
15,889278841981685760,2017-07-24 00:19:32,13,10,Oliver,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,whippet,0.626152,True,borzoi,0.194742,True,Saluki,0.0273507,True,25652,5637
16,888917238123831296,2017-07-23 00:22:39,12,10,Jim,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,golden_retriever,0.714719,True,Tibetan_mastiff,0.120184,True,Labrador_retriever,0.105506,True,29611,4709
17,888804989199671297,2017-07-22 16:56:37,13,10,Zeke,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,golden_retriever,0.46976,True,Labrador_retriever,0.184172,True,English_setter,0.0734817,True,26080,4559
18,888554962724278272,2017-07-22 00:23:06,13,10,Ralphus,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian_husky,0.700377,True,Eskimo_dog,0.166511,True,malamute,0.111411,True,20290,3732
19,888078434458587136,2017-07-20 16:49:33,12,10,Gerald,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French_bulldog,0.995026,True,pug,0.000931908,True,bull_mastiff,0.000903211,True,22201,3653
20,887705289381826560,2017-07-19 16:06:48,13,10,Jeffrey,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,basset,0.821664,True,redbone,0.0875815,True,Weimaraner,0.026236400000000003,True,30779,5609
21,887517139158093824,2017-07-19 03:39:09,14,10,such,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,limousine,0.130432,False,tow_truck,0.0291754,False,shopping_cart,0.0263208,False,46959,12082
22,887473957103951883,2017-07-19 00:47:34,13,10,Canela,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke,0.809197,True,Rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True,69871,18781
23,887343217045368832,2017-07-18 16:08:03,13,10,None,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican_hairless,0.330741,True,sea_lion,0.275645,False,Weimaraner,0.134203,True,34222,10737
24,887101392804085760,2017-07-18 00:07:08,12,10,None,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,0.733942,True,Eskimo_dog,0.0350295,True,Staffordshire_bullterrier,0.029704700000000007,True,31061,6167
25,886983233522544640,2017-07-17 16:17:36,13,10,Maya,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,0.793469,True,toy_terrier,0.143528,True,can_opener,0.0322529,False,35859,8084
26,886736880519319552,2017-07-16 23:58:41,13,10,Mingus,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz,0.309706,True,Great_Pyrenees,0.186136,True,Dandie_Dinmont,0.08634630000000001,True,12306,3443
27,886680336477933568,2017-07-16 20:14:00,13,10,Derek,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,convertible,0.738995,False,sports_car,0.139952,False,car_wheel,0.0441727,False,22798,4610
28,886366144734445568,2017-07-15 23:25:31,12,10,Roscoe,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_bull,7.55616e-05,True,21524,3316
29,886258384151887873,2017-07-15 16:17:19,13,10,Waffles,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,0.943575,True,shower_cap,0.0252856,False,Siamese_cat,0.00284892,False,28469,6523
30,885984800019947520,2017-07-14 22:10:11,12,10,Jimbo,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese_mountain_dog,0.00623915,True,33382,7097
31,885528943205470208,2017-07-13 15:58:47,13,10,Maisey,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,0.369275,True,Labrador_retriever,0.265835,True,kuvasz,0.134697,True,36689,6683
32,885311592912609280,2017-07-13 01:35:06,13,10,Lilly,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,Labrador_retriever,0.908703,True,seat_belt,0.0570909,False,pug,0.0119335,True,0,19297
33,885167619883638784,2017-07-12 16:03:00,13,10,None,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,0.8124819999999999,True,Siberian_husky,0.0717125,True,Eskimo_dog,0.0557697,True,22367,4556
34,884925521741709313,2017-07-12 00:01:00,12,10,Earl,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian_greyhound,0.259916,True,American_Staffordshire_terrier,0.198451,True,Staffordshire_bullterrier,0.127725,True,68152,16439
35,884876753390489601,2017-07-11 20:47:12,13,10,Lola,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,0.822103,True,Norwich_terrier,0.106075,True,Norfolk_terrier,0.0373485,True,28514,6096
36,884562892145688576,2017-07-11 00:00:02,13,10,Kevin,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,0.5464060000000001,True,French_bulldog,0.404291,True,Brabancon_griffon,0.0440019,True,24765,5100
37,884441805382717440,2017-07-10 15:58:53,14,10,None,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True,27478,5856
38,884162670584377345,2017-07-09 21:29:42,12,10,Yogi,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German_shepherd,0.707046,True,malinois,0.199396,True,Norwegian_elkhound,0.0491476,True,20771,3128
39,883838122936631299,2017-07-09 00:00:04,12,10,Noah,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True,22349,3586
40,883482846933004288,2017-07-08 00:28:19,5,10,Bella,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden_retriever,0.943082,True,Labrador_retriever,0.032409,True,kuvasz,0.00550072,True,46860,10407
41,883360690899218434,2017-07-07 16:22:55,13,10,Grizzwald,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True,22986,3825
42,883117836046086144,2017-07-07 00:17:54,13,10,None,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden_retriever,0.949562,True,Labrador_retriever,0.045947900000000014,True,kuvasz,0.00247094,True,37914,6949
43,882992080364220416,2017-07-06 15:58:11,13,10,Rusty,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo_dog,0.466778,True,Siberian_husky,0.406044,True,dingo,0.07341439999999999,False,24445,4122
44,882762694511734784,2017-07-06 00:46:41,12,10,Gus,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_retriever,0.85005,True,Chesapeake_Bay_retriever,0.074257,True,flat-coated_retriever,0.015579399999999997,True,28903,5134
45,882627270321602560,2017-07-05 15:48:34,13,10,Stanley,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,28382,6342
46,882268110199369728,2017-07-04 16:01:23,13,10,Alfy,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden_retriever,0.762211,True,Labrador_retriever,0.0989849,True,cocker_spaniel,0.0171995,True,45880,12118
47,882045870035918850,2017-07-04 01:18:17,13,10,Koko,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,web_site,0.949591,False,dhole,0.0173258,False,golden_retriever,0.00694063,True,29900,5203
48,881906580714921986,2017-07-03 16:04:48,12,10,Rey,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,0.291539,True,Chesapeake_Bay_retriever,0.278966,True,koala,0.12701700000000002,False,24773,3533
49,881666595344535552,2017-07-03 00:11:11,13,10,Gary,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,0.529012,True,Afghan_hound,0.25000300000000003,True,golden_retriever,0.16073900000000002,True,51522,11099
50,881536004380872706,2017-07-02 15:32:16,14,10,a,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,Samoyed,0.281463,True,Angora,0.272066,False,Persian_cat,0.114854,False,50199,16570
51,881268444196462592,2017-07-01 21:49:04,12,10,Elliot,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,tusker,0.473303,False,Indian_elephant,0.245646,False,ibex,0.0556607,False,23501,5358
52,880935762899988482,2017-06-30 23:47:07,13,10,Louis,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,street_sign,0.251801,False,umbrella,0.115123,False,traffic_light,0.0695338,False,17346,2886
53,880872448815771648,2017-06-30 19:35:32,12,10,None,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,0.791416,True,Norwich_terrier,0.0613929,True,Chihuahua,0.0337257,True,21734,3989
54,880465832366813184,2017-06-29 16:39:47,12,10,Bella,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden_retriever,0.913255,True,Labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True,29075,6546
55,880221127280381952,2017-06-29 00:27:25,12,10,Jesse,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525803,True,27640,4436
56,880095782870896641,2017-06-28 16:09:20,11,10,None,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,miniature_pinscher,0.120298,True,Rhodesian_ridgeback,0.106395,True,beagle,0.106073,True,28150,4533
57,879862464715927552,2017-06-28 00:42:13,13,10,Romeo,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True,22667,3642
58,879492040517615616,2017-06-27 00:10:17,12,10,Bailey,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German_short-haired_pointer,0.479896,True,vizsla,0.124353,True,bath_towel,0.0733202,False,23822,3323
59,879415818425184262,2017-06-26 19:07:24,13,10,Duddles,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English_springer,0.383404,True,Boston_bull,0.134967,True,Cardigan,0.110481,True,107956,45849
60,879376492567855104,2017-06-26 16:31:08,12,10,Jack,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,tricycle,0.663601,False,Labrador_retriever,0.0334961,True,Pembroke,0.0188266,True,17099,3261
61,879050749262655488,2017-06-25 18:56:45,11,10,Steven,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,tabby,0.311861,False,window_screen,0.169123,False,Egyptian_cat,0.132932,False,23022,4941
62,879008229531029506,2017-06-25 16:07:47,13,10,Beau,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla,0.960513,True,miniature_pinscher,0.00943065,True,American_Staffordshire_terrier,0.0087113,True,19317,2812
63,878776093423087618,2017-06-25 00:45:22,13,10,Snoopy,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian_greyhound,0.734684,True,whippet,0.15048699999999998,True,Ibizan_hound,0.0397246,True,19763,4319
64,878281511006478336,2017-06-23 16:00:04,13,10,Shadow,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset,0.32042,True,collie,0.215975,True,Appenzeller,0.12850699999999998,True,7913,1349
65,878057613040115712,2017-06-23 01:10:23,14,10,Emmy,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French_bulldog,0.839097,True,Boston_bull,0.07879939999999999,True,toy_terrier,0.0152434,True,42876,7181
66,877736472329191424,2017-06-22 03:54:17,13,10,Aja,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake_Bay_retriever,0.8379559999999999,True,Labrador_retriever,0.0620342,True,Weimaraner,0.0405991,True,71144,17300
67,877611172832227328,2017-06-21 19:36:23,14,10,None,https://pbs.twimg.com/media/DCszHgmW0AAmIpT.jpg,Irish_setter,0.364729,True,golden_retriever,0.202907,True,Irish_terrier,0.107473,True,0,83
68,877556246731214848,2017-06-21 15:58:08,12,10,Penny,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,basset,0.995368,True,Welsh_springer_spaniel,0.00193621,True,bathtub,0.000467919,False,23258,3994
69,877316821321428993,2017-06-21 00:06:44,13,10,Dante,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Saluki,0.5099670000000001,True,Italian_greyhound,0.0904973,True,golden_retriever,0.0794058,True,27907,5414
70,877201837425926144,2017-06-20 16:29:50,12,10,Nelly,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke,0.93112,True,Cardigan,0.0686982,True,basenji,8.17379e-05,True,27755,5880
71,876838120628539392,2017-06-19 16:24:33,12,10,Ginger,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,bloodhound,0.575751,True,redbone,0.24097,True,Tibetan_mastiff,0.08893480000000001,True,21125,3506
72,876484053909872640,2017-06-18 16:57:37,13,10,Benedict,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,golden_retriever,0.874566,True,Irish_terrier,0.0373542,True,chow,0.016723599999999998,True,19163,2511
73,876120275196170240,2017-06-17 16:52:05,13,10,Venti,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese_mountain_dog,0.534327,True,Saint_Bernard,0.346312,True,Greater_Swiss_Mountain_dog,0.0949327,True,28490,4903
74,875747767867523072,2017-06-16 16:11:53,13,10,Goose,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador_retriever,0.799551,True,Chesapeake_Bay_retriever,0.179975,True,vizsla,0.0046176,True,25773,4497
75,875144289856114688,2017-06-15 00:13:52,13,10,Nugget,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Siberian_husky,0.245048,True,Pembroke,0.223716,True,dingo,0.160753,False,22185,5081
76,875021211251597312,2017-06-14 16:04:48,12,10,None,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,West_Highland_white_terrier,0.7143189999999999,True,Siberian_husky,0.0919133,True,Great_Pyrenees,0.0460382,True,26022,4922
77,874680097055178752,2017-06-13 17:29:20,12,10,Cash,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Labrador_retriever,0.836052,True,Staffordshire_bullterrier,0.0470691,True,beagle,0.0360071,True,28439,4875
78,874296783580663808,2017-06-12 16:06:11,13,10,Jed,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,cocker_spaniel,0.437216,True,miniature_poodle,0.277191,True,toy_poodle,0.157402,True,26651,4308
79,874057562936811520,2017-06-12 00:15:36,12,10,None,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,flat-coated_retriever,0.8321770000000001,True,black-and-tan_coonhound,0.040436900000000005,True,Newfoundland,0.0282283,True,23134,4125
80,874012996292530176,2017-06-11 21:18:31,13,10,Sebastian,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,Cardigan,0.806674,True,Pembroke,0.116622,True,kelpie,0.0491819,True,35501,11007
81,873697596434513921,2017-06-11 00:25:14,14,10,Walter,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,laptop,0.153718,False,French_bulldog,0.0999839,True,printer,0.0771299,False,0,12518
82,873580283840344065,2017-06-10 16:39:04,13,10,None,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,Newfoundland,0.678537,True,Tibetan_mastiff,0.244022,True,chow,0.0485295,True,24837,4143
83,873213775632977920,2017-06-09 16:22:42,12,10,Sierra,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,vizsla,0.6197819999999999,True,bloodhound,0.338069,True,Chesapeake_Bay_retriever,0.0126763,True,7467,1667
84,872967104147763200,2017-06-09 00:02:31,12,10,None,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,Labrador_retriever,0.476913,True,Chesapeake_Bay_retriever,0.174145,True,German_short-haired_pointer,0.0928614,True,28031,5669
85,872820683541237760,2017-06-08 14:20:41,13,10,None,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,pug,0.99912,True,French_bulldog,0.00055192,True,bull_mastiff,7.28904e-05,True,15029,3884
86,872620804844003328,2017-06-08 01:06:27,13,10,Monkey,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,cocker_spaniel,0.513191,True,Sussex_spaniel,0.159088,True,standard_poodle,0.149509,True,21309,3911
87,872486979161796608,2017-06-07 16:14:40,12,10,None,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,Pembroke,0.931861,True,Cardigan,0.0377212,True,Chihuahua,0.0119667,True,41606,9429
88,872261713294495745,2017-06-07 01:19:32,13,10,Harry,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,Labrador_retriever,0.972019,True,flat-coated_retriever,0.00817828,True,Chesapeake_Bay_retriever,0.00735927,True,35085,6649
89,872122724285648897,2017-06-06 16:07:15,12,10,Kody,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,basketball,0.808396,False,pug,0.06673630000000001,True,dalmatian,0.0545698,True,35324,8549
90,871879754684805121,2017-06-06 00:01:46,13,10,Lassie,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,Shetland_sheepdog,0.969171,True,collie,0.0182607,True,Pomeranian,0.00851534,True,39090,11918
91,871762521631449091,2017-06-05 16:15:56,12,10,Rover,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,Labrador_retriever,0.921393,True,golden_retriever,0.064608,True,bloodhound,0.00338337,True,20787,3678
92,871515927908634625,2017-06-04 23:56:03,12,10,Napolean,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,komondor,0.974781,True,briard,0.0200413,True,swab,0.00322824,False,20730,3628
93,871032628920680449,2017-06-03 15:55:36,13,10,Boomer,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,kelpie,0.3980530000000001,True,macaque,0.0689549,False,dingo,0.0506018,False,23255,3999
94,870804317367881728,2017-06-03 00:48:22,11,10,None,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,home_theater,0.16829000000000002,False,sandbar,0.0980404,False,television,0.07972939999999999,False,33791,6393
95,870656317836468226,2017-06-02 15:00:16,13,10,Cody,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,Pembroke,0.945495,True,Cardigan,0.0458755,True,beagle,0.00432943,True,12819,2817
96,870374049280663552,2017-06-01 20:18:38,13,10,Zoey,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,golden_retriever,0.841001,True,Great_Pyrenees,0.0992784,True,Labrador_retriever,0.0326213,True,85011,27680
97,870308999962521604,2017-06-01 16:00:09,13,10,Rumble,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,Greater_Swiss_Mountain_dog,0.6227520000000001,True,Appenzeller,0.15846300000000002,True,EntleBucher,0.148115,True,22453,4384
98,870063196459192321,2017-05-31 23:43:25,14,10,Clifford,https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg,comic_book,0.534409,False,envelope,0.280722,False,book_jacket,0.043785500000000005,False,37771,8840
99,869772420881756160,2017-05-31 04:27:59,13,10,Dewey,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,Pembroke,0.980148,True,Cardigan,0.0192711,True,malamute,0.00013626,True,43710,10663
100,869702957897576449,2017-05-30 23:51:58,13,10,Stanley,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,Pembroke,0.993449,True,Cardigan,0.00632508,True,Chihuahua,0.000177598,True,29116,6728
101,869596645499047938,2017-05-30 16:49:31,12,10,Scout,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,Chihuahua,0.955156,True,toy_terrier,0.00805373,True,muzzle,0.00629563,False,16476,3327
102,869227993411051520,2017-05-29 16:24:37,13,10,Gizmo,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,Pembroke,0.664181,True,Chihuahua,0.169234,True,Cardigan,0.1327,True,21112,4023
103,868880397819494401,2017-05-28 17:23:24,14,10,Walter,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,laptop,0.153718,False,French_bulldog,0.0999839,True,printer,0.0771299,False,55098,12518
104,868622495443632128,2017-05-28 00:18:35,13,10,None,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,Labrador_retriever,0.868107,True,Great_Pyrenees,0.060973,True,Saint_Bernard,0.0334889,True,28295,6275
105,868552278524837888,2017-05-27 19:39:34,12,10,Cooper,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,whippet,0.378151,True,Italian_greyhound,0.275935,True,American_Staffordshire_terrier,0.0949906,True,10539,2240
106,867900495410671616,2017-05-26 00:29:37,12,10,None,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,Labrador_retriever,0.522644,True,kuvasz,0.332461,True,dalmatian,0.0320081,True,24964,4439
107,867774946302451713,2017-05-25 16:10:44,13,10,Harold,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,Border_collie,0.661953,True,Cardigan,0.175718,True,collie,0.0871424,True,35179,7788
108,867421006826221569,2017-05-24 16:44:18,12,10,Shikha,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,Eskimo_dog,0.6164569999999999,True,Siberian_husky,0.38133,True,malamute,0.00167022,True,16755,2697
109,867072653475098625,2017-05-23 17:40:04,13,10,None,https://pbs.twimg.com/media/DAElHfmUMAEH9lB.jpg,Blenheim_spaniel,0.352946,True,papillon,0.211766,True,Pekinese,0.112952,True,0,135
110,867051520902168576,2017-05-23 16:16:06,13,10,None,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,Samoyed,0.471403,True,Pekinese,0.302219,True,Pomeranian,0.156606,True,33420,8425
111,866686824827068416,2017-05-22 16:06:55,12,10,Lili,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,flat-coated_retriever,0.51473,True,groenendael,0.30640700000000004,True,curly-coated_retriever,0.0613141,True,20070,3727
112,866450705531457537,2017-05-22 00:28:40,13,10,Jamesy,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,French_bulldog,0.905334,True,Boston_bull,0.0780597,True,pug,0.00177092,True,106827,32883
113,866334964761202691,2017-05-21 16:48:45,12,10,Coco,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,Samoyed,0.984086,True,Pomeranian,0.00791928,True,keeshond,0.00332813,True,54720,15546
114,865718153858494464,2017-05-19 23:57:46,13,10,Boomer,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,golden_retriever,0.673664,True,kuvasz,0.157523,True,Labrador_retriever,0.126073,True,26640,6008
115,865359393868664832,2017-05-19 00:12:11,13,10,Sammy,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,Chesapeake_Bay_retriever,0.832435,True,Labrador_retriever,0.163551,True,Weimaraner,0.00277025,True,27530,5384
116,865006731092295680,2017-05-18 00:50:50,13,10,Nelly,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,Pembroke,0.989882,True,Cardigan,0.00990646,True,basenji,0.000134952,True,29063,8209
117,864873206498414592,2017-05-17 16:00:15,14,10,None,https://pbs.twimg.com/media/DAClmHkXcAA1kSv.jpg,pole,0.478616,False,lakeside,0.114182,False,wreck,0.0559265,False,33651,9361
118,864279568663928832,2017-05-16 00:41:21,12,10,Meatball,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,bull_mastiff,0.668613,True,French_bulldog,0.180562,True,Staffordshire_bullterrier,0.0522374,True,15195,3266
